,0,1,2
0,ENSMUSG00000002221,Paxip1,PAX interacting (with transcription-activation domain) protein 1
0,ENSMUSG00000002222,Rmnd5a,required for meiotic nuclear division 5 homolog A
0,ENSMUSG00000002227,Mov10,Mov10 RISC complex RNA helicase
0,ENSMUSG00000002228,Ppm1j,protein phosphatase 1J
0,ENSMUSG00000002233,Rhoc,ras homolog family member C
0,ENSMUSG00000002240,Prr27,proline rich 27
0,ENSMUSG00000002249,Tead3,TEA domain family member 3
0,ENSMUSG00000002250,Ppard,peroxisome proliferator activator receptor delta
0,ENSMUSG00000002257,Def6,differentially expressed in FDCP 6
0,ENSMUSG00000002265,Peg3,paternally expressed 3
0,ENSMUSG00000002266,Zim1,"zinc finger, imprinted 1"
0,ENSMUSG00000002274,Metrn,"meteorin, glial cell differentiation regulator"
0,ENSMUSG00000002279,Lmf1,lipase maturation factor 1
0,ENSMUSG00000002280,Ciao3,cytosolic iron-sulfur assembly component 3
0,ENSMUSG00000002289,Angptl4,angiopoietin-like 4
0,ENSMUSG00000002297,Dbf4,DBF4 zinc finger
0,ENSMUSG00000002307,Daxx,Fas death domain-associated protein
0,ENSMUSG00000002308,Cd320,CD320 antigen
0,ENSMUSG00000002319,Ipo4,importin 4
0,ENSMUSG00000002320,Tm9sf1,transmembrane 9 superfamily member 1
0,ENSMUSG00000002324,Rec8,REC8 meiotic recombination protein
0,ENSMUSG00000002325,Irf9,interferon regulatory factor 9
0,ENSMUSG00000002326,Gmpr2,guanosine monophosphate reductase 2
0,ENSMUSG00000002329,Mdp1,magnesium-dependent phosphatase 1
0,ENSMUSG00000002332,Dhrs1,dehydrogenase/reductase (SDR family) member 1
0,ENSMUSG00000002341,Ncan,neurocan
0,ENSMUSG00000002342,Tmem161a,transmembrane protein 161A
0,ENSMUSG00000002343,Armc6,armadillo repeat containing 6
0,ENSMUSG00000002345,Borcs8,BLOC-1 related complex subunit 8
0,ENSMUSG00000002346,Slc25a42,"solute carrier family 25, member 42"
0,ENSMUSG00000002365,Snx9,sorting nexin 9
0,ENSMUSG00000002372,Ranbp3,RAN binding protein 3
0,ENSMUSG00000002379,Ndufa11,NADH:ubiquinone oxidoreductase subunit A11
0,ENSMUSG00000002384,Bmp8b,bone morphogenetic protein 8b
0,ENSMUSG00000002393,Nr2f6,"nuclear receptor subfamily 2, group F, member 6"
0,ENSMUSG00000002395,Use1,unconventional SNARE in the ER 1 homolog (S. cerevisiae)
0,ENSMUSG00000002396,Ocel1,occludin/ELL domain containing 1
0,ENSMUSG00000002409,Dyrk1b,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b
0,ENSMUSG00000002413,Braf,Braf transforming gene
0,ENSMUSG00000002416,Ndufb2,NADH:ubiquinone oxidoreductase subunit B2
0,ENSMUSG00000002428,Hltf,helicase-like transcription factor
0,ENSMUSG00000002455,Prpf6,pre-mRNA splicing factor 6
0,ENSMUSG00000002458,Rgs19,regulator of G-protein signaling 19
0,ENSMUSG00000002459,Rgs20,regulator of G-protein signaling 20
0,ENSMUSG00000002475,Abhd3,abhydrolase domain containing 3
0,ENSMUSG00000002477,Snrpd1,small nuclear ribonucleoprotein D1
0,ENSMUSG00000002486,Tchp,"trichoplein, keratin filament binding"
0,ENSMUSG00000002489,Tiam1,T cell lymphoma invasion and metastasis 1
0,ENSMUSG00000002496,Tsc2,TSC complex subunit 2
0,ENSMUSG00000002500,Rpl3l,ribosomal protein L3-like
0,ENSMUSG00000002504,Slc9a3r2,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2"
0,ENSMUSG00000002524,Puf60,poly-U binding splicing factor 60
0,ENSMUSG00000002546,Golga2,"golgi autoantigen, golgin subfamily a, 2"
0,ENSMUSG00000002550,Uck1,uridine-cytidine kinase 1
0,ENSMUSG00000002565,Scin,scinderin
0,ENSMUSG00000002578,Ikzf4,IKAROS family zinc finger 4
0,ENSMUSG00000002580,Mien1,migration and invasion enhancer 1
0,ENSMUSG00000002588,Pon1,paraoxonase 1
0,ENSMUSG00000002602,Axl,AXL receptor tyrosine kinase
0,ENSMUSG00000002603,Tgfb1,"transforming growth factor, beta 1"
0,ENSMUSG00000002608,Ccdc97,coiled-coil domain containing 97
0,ENSMUSG00000002617,Zfp40,zinc finger protein 40
0,ENSMUSG00000002625,Akap8l,A kinase (PRKA) anchor protein 8-like
0,ENSMUSG00000002633,Shh,sonic hedgehog
0,ENSMUSG00000002635,Pdcd2l,programmed cell death 2-like
0,ENSMUSG00000002658,Gtf2f1,"general transcription factor IIF, polypeptide 1"
0,ENSMUSG00000002660,Clpp,caseinolytic mitochondrial matrix peptidase proteolytic subunit
0,ENSMUSG00000002661,Alkbh7,alkB homolog 7
0,ENSMUSG00000002664,Pspn,persephin
0,ENSMUSG00000002668,Dennd1c,DENN/MADD domain containing 1C
0,ENSMUSG00000002679,Med6,mediator complex subunit 6
0,ENSMUSG00000002688,Prkd1,protein kinase D1
0,ENSMUSG00000002699,Lcp2,lymphocyte cytosolic protein 2
0,ENSMUSG00000002718,Cse1l,chromosome segregation 1-like (S. cerevisiae)
0,ENSMUSG00000002728,Naa20,"N(alpha)-acetyltransferase 20, NatB catalytic subunit"
0,ENSMUSG00000002731,Prkra,"protein kinase, interferon inducible double stranded RNA dependent activator"
0,ENSMUSG00000002732,Fkbp7,FK506 binding protein 7
0,ENSMUSG00000002733,Plekha3,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3"
0,ENSMUSG00000002741,Ykt6,YKT6 v-SNARE homolog (S. cerevisiae)
0,ENSMUSG00000002748,Baz1b,"bromodomain adjacent to zinc finger domain, 1B"
0,ENSMUSG00000002763,Pex6,peroxisomal biogenesis factor 6
0,ENSMUSG00000002767,Mrpl2,mitochondrial ribosomal protein L2
0,ENSMUSG00000002768,Mea1,male enhanced antigen 1
0,ENSMUSG00000002769,Gnmt,glycine N-methyltransferase
0,ENSMUSG00000002771,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)"
0,ENSMUSG00000002778,Kdelr1,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
0,ENSMUSG00000002781,Tmem143,transmembrane protein 143
0,ENSMUSG00000002791,Pdxk-ps,"pyridoxal (pyridoxine, vitamin B6) kinase, pseudogene"
0,ENSMUSG00000002797,Ggct,gamma-glutamyl cyclotransferase
0,ENSMUSG00000002799,Jag2,jagged 2
0,ENSMUSG00000002803,Btbd6,BTB (POZ) domain containing 6
0,ENSMUSG00000002804,Nudt14,nudix (nucleoside diphosphate linked moiety X)-type motif 14
0,ENSMUSG00000002808,Epdr1,ependymin related protein 1 (zebrafish)
0,ENSMUSG00000002812,Flii,flightless I actin binding protein
0,ENSMUSG00000002814,Top3a,topoisomerase (DNA) III alpha
0,ENSMUSG00000002820,Atg4d,"autophagy related 4D, cysteine peptidase"
0,ENSMUSG00000002825,Qtrt1,queuine tRNA-ribosyltransferase catalytic subunit 1
0,ENSMUSG00000002831,Plin4,perilipin 4
0,ENSMUSG00000002833,Hdgfl2,HDGF like 2
0,ENSMUSG00000002835,Chaf1a,"chromatin assembly factor 1, subunit A (p150)"
0,ENSMUSG00000002844,Adprh,ADP-ribosylarginine hydrolase
0,ENSMUSG00000002845,Tmem39a,transmembrane protein 39a
0,ENSMUSG00000002846,Timmdc1,translocase of inner mitochondrial membrane domain containing 1
0,ENSMUSG00000002847,Pla1a,phospholipase A1 member A
0,ENSMUSG00000002870,Mcm2,minichromosome maintenance complex component 2
0,ENSMUSG00000002871,Tpra1,"transmembrane protein, adipocyte asscociated 1"
0,ENSMUSG00000002881,Nab1,Ngfi-A binding protein 1
0,ENSMUSG00000002885,Adgre5,adhesion G protein-coupled receptor E5
0,ENSMUSG00000002897,Il17ra,interleukin 17 receptor A
0,ENSMUSG00000002900,Lamb1,laminin B1
0,ENSMUSG00000002908,Kcnn1,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1"
0,ENSMUSG00000002910,Arrdc2,arrestin domain containing 2
0,ENSMUSG00000002930,Ppp1r17,"protein phosphatase 1, regulatory subunit 17"
0,ENSMUSG00000002944,Cd36,CD36 molecule
0,ENSMUSG00000002948,Map2k7,mitogen-activated protein kinase kinase 7
0,ENSMUSG00000002949,Timm44,translocase of inner mitochondrial membrane 44
0,ENSMUSG00000002957,Ap2a2,"adaptor-related protein complex 2, alpha 2 subunit"
0,ENSMUSG00000002963,Pnkp,polynucleotide kinase 3'- phosphatase
0,ENSMUSG00000002968,Med25,mediator complex subunit 25
0,ENSMUSG00000002980,Bcam,basal cell adhesion molecule
0,ENSMUSG00000002981,Clptm1,cleft lip and palate associated transmembrane protein 1
0,ENSMUSG00000002983,Relb,avian reticuloendotheliosis viral (v-rel) oncogene related B
0,ENSMUSG00000002984,Tomm40,translocase of outer mitochondrial membrane 40
0,ENSMUSG00000002985,Apoe,apolipoprotein E
0,ENSMUSG00000002992,Apoc2,apolipoprotein C-II
0,ENSMUSG00000002996,Hbp1,high mobility group box transcription factor 1
0,ENSMUSG00000002997,Prkar2b,"protein kinase, cAMP dependent regulatory, type II beta"
0,ENSMUSG00000003031,Cdkn1b,cyclin-dependent kinase inhibitor 1B
0,ENSMUSG00000003032,Klf4,Kruppel-like factor 4 (gut)
0,ENSMUSG00000003033,Ap1m1,"adaptor-related protein complex AP-1, mu subunit 1"
0,ENSMUSG00000003037,Rab8a,"RAB8A, member RAS oncogene family"
0,ENSMUSG00000003038,Hmgn2,high mobility group nucleosomal binding domain 2
0,ENSMUSG00000003039,Fam32a,"family with sequence similarity 32, member A"
0,ENSMUSG00000003051,Elf3,E74-like factor 3
0,ENSMUSG00000003053,Cyp2c29,"cytochrome P450, family 2, subfamily c, polypeptide 29"
0,ENSMUSG00000003062,Stard3nl,STARD3 N-terminal like
0,ENSMUSG00000003068,Stk11,serine/threonine kinase 11
0,ENSMUSG00000003070,Efna2,ephrin A2
0,ENSMUSG00000003072,Atp5d,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
0,ENSMUSG00000003099,Ppp5c,"protein phosphatase 5, catalytic subunit"
0,ENSMUSG00000003119,Cdk12,cyclin-dependent kinase 12
0,ENSMUSG00000003123,Lipe,"lipase, hormone sensitive"
0,ENSMUSG00000003131,Pafah1b2,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 2"
0,ENSMUSG00000003134,Tbc1d8,"TBC1 domain family, member 8"
0,ENSMUSG00000003135,Cnot11,"CCR4-NOT transcription complex, subunit 11"
0,ENSMUSG00000003153,Slc2a3,"solute carrier family 2 (facilitated glucose transporter), member 3"
0,ENSMUSG00000003154,Foxj2,forkhead box J2
0,ENSMUSG00000003161,Sri,sorcin
0,ENSMUSG00000003166,Dgcr2,DiGeorge syndrome critical region gene 2
0,ENSMUSG00000003184,Irf3,interferon regulatory factor 3
0,ENSMUSG00000003190,Bcl2l12,BCL2-like 12 (proline rich)
0,ENSMUSG00000003198,Zfp959,zinc finger protein 959
0,ENSMUSG00000003199,Mpnd,MPN domain containing
0,ENSMUSG00000003200,Sh3gl1,SH3-domain GRB2-like 1
0,ENSMUSG00000003206,Ebi3,Epstein-Barr virus induced gene 3
0,ENSMUSG00000003208,Yju2,YJU2 splicing factor
0,ENSMUSG00000003226,Ranbp2,RAN binding protein 2
0,ENSMUSG00000003227,Edar,ectodysplasin-A receptor
0,ENSMUSG00000003228,Grk5,G protein-coupled receptor kinase 5
0,ENSMUSG00000003233,Dvl3,dishevelled segment polarity protein 3
0,ENSMUSG00000003234,Abcf3,"ATP-binding cassette, sub-family F (GCN20), member 3"
0,ENSMUSG00000003235,Eif2b5,"eukaryotic translation initiation factor 2B, subunit 5 epsilon"
0,ENSMUSG00000003269,Cyth2,cytohesin 2
0,ENSMUSG00000003271,Sult2b1,"sulfotransferase family, cytosolic, 2B, member 1"
0,ENSMUSG00000003273,Car11,carbonic anhydrase 11
0,ENSMUSG00000003279,Dlgap1,DLG associated protein 1
0,ENSMUSG00000003282,Plag1,pleiomorphic adenoma gene 1
0,ENSMUSG00000003283,Hck,hemopoietic cell kinase
0,ENSMUSG00000003299,Mrpl4,mitochondrial ribosomal protein L4
0,ENSMUSG00000003308,Keap1,kelch-like ECH-associated protein 1
0,ENSMUSG00000003309,Ap1m2,"adaptor protein complex AP-1, mu 2 subunit"
0,ENSMUSG00000003316,Glg1,golgi apparatus protein 1
0,ENSMUSG00000003341,Atp8b3,"ATPase, class I, type 8B, member 3"
0,ENSMUSG00000003344,Btbd2,BTB (POZ) domain containing 2
0,ENSMUSG00000003345,Csnk1g2,"casein kinase 1, gamma 2"
0,ENSMUSG00000003346,Abhd17a,abhydrolase domain containing 17A
0,ENSMUSG00000003348,Mob3a,MOB kinase activator 3A
0,ENSMUSG00000003352,Cacnb3,"calcium channel, voltage-dependent, beta 3 subunit"
0,ENSMUSG00000003354,Ccdc65,coiled-coil domain containing 65
0,ENSMUSG00000003355,Fkbp11,FK506 binding protein 11
0,ENSMUSG00000003360,Ddx23,DEAD box helicase 23
0,ENSMUSG00000003363,Pld3,"phospholipase D family, member 3"
0,ENSMUSG00000003378,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)"
0,ENSMUSG00000003379,Cd79a,CD79A antigen (immunoglobulin-associated alpha)
0,ENSMUSG00000003380,Rabac1,Rab acceptor 1 (prenylated)
0,ENSMUSG00000003382,Etv3,ets variant 3
0,ENSMUSG00000003402,Prkcsh,protein kinase C substrate 80K-H
0,ENSMUSG00000003410,Elavl3,ELAV like RNA binding protein 3
0,ENSMUSG00000003411,Rab3b,"RAB3B, member RAS oncogene family"
0,ENSMUSG00000003418,St8sia6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
0,ENSMUSG00000003420,Fcgrt,"Fc receptor, IgG, alpha chain transporter"
0,ENSMUSG00000003421,Nosip,nitric oxide synthase interacting protein
0,ENSMUSG00000003423,Pih1d1,PIH1 domain containing 1
0,ENSMUSG00000003429,Rps11,ribosomal protein S11
0,ENSMUSG00000003435,Supt5,"suppressor of Ty 5, DSIF elongation factor subunit"
0,ENSMUSG00000003436,Dll3,delta like canonical Notch ligand 3
0,ENSMUSG00000003437,Paf1,"Paf1, RNA polymerase II complex component"
0,ENSMUSG00000003438,Timm50,translocase of inner mitochondrial membrane 50
0,ENSMUSG00000003444,Med29,mediator complex subunit 29
0,ENSMUSG00000003452,Bicd1,BICD cargo adaptor 1
0,ENSMUSG00000003458,Ncstn,nicastrin
0,ENSMUSG00000003464,Pex19,peroxisomal biogenesis factor 19
0,ENSMUSG00000003469,Phyhip,phytanoyl-CoA hydroxylase interacting protein
0,ENSMUSG00000003476,Crhr2,corticotropin releasing hormone receptor 2
0,ENSMUSG00000003477,Inmt,indolethylamine N-methyltransferase
0,ENSMUSG00000003484,Cyp4f18,"cytochrome P450, family 4, subfamily f, polypeptide 18"
0,ENSMUSG00000003500,Impdh1,inosine monophosphate dehydrogenase 1
0,ENSMUSG00000003505,Psg18,pregnancy specific glycoprotein 18
0,ENSMUSG00000003518,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
0,ENSMUSG00000003526,Prodh,proline dehydrogenase
0,ENSMUSG00000003527,Ess2,ess-2 splicing factor
0,ENSMUSG00000003528,Slc25a1,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
0,ENSMUSG00000003531,Dgcr6,DiGeorge syndrome critical region gene 6
0,ENSMUSG00000003534,Ddr1,"discoidin domain receptor family, member 1"
0,ENSMUSG00000003541,Ier3,immediate early response 3
0,ENSMUSG00000003545,Fosb,FBJ osteosarcoma oncogene B
0,ENSMUSG00000003546,Klc4,kinesin light chain 4
0,ENSMUSG00000003549,Ercc1,"excision repair cross-complementing rodent repair deficiency, complementation group 1"
0,ENSMUSG00000003555,Cyp17a1,"cytochrome P450, family 17, subfamily a, polypeptide 1"
0,ENSMUSG00000003559,As3mt,arsenite methyltransferase
0,ENSMUSG00000003573,Homer3,homer scaffolding protein 3
0,ENSMUSG00000003575,Crtc1,CREB regulated transcription coactivator 1
0,ENSMUSG00000003581,Rnf215,ring finger protein 215
0,ENSMUSG00000003585,Sec14l2,SEC14-like lipid binding 2
0,ENSMUSG00000003604,Aven,"apoptosis, caspase activation inhibitor"
0,ENSMUSG00000003617,Cp,ceruloplasmin
0,ENSMUSG00000003623,Crot,carnitine O-octanoyltransferase
0,ENSMUSG00000003644,Rps6ka1,ribosomal protein S6 kinase polypeptide 1
0,ENSMUSG00000003657,Calb2,calbindin 2
0,ENSMUSG00000003660,Snrnp200,small nuclear ribonucleoprotein 200 (U5)
0,ENSMUSG00000003662,Ciao1,cytosolic iron-sulfur protein assembly 1
0,ENSMUSG00000003665,Has1,hyaluronan synthase 1
0,ENSMUSG00000003680,Taf6l,TATA-box binding protein associated factor 6 like
0,ENSMUSG00000003721,Insig2,insulin induced gene 2
0,ENSMUSG00000003731,Kpna6,karyopherin (importin) alpha 6
0,ENSMUSG00000003746,Man1a,"mannosidase 1, alpha"
0,ENSMUSG00000003752,Itpkc,"inositol 1,4,5-trisphosphate 3-kinase C"
0,ENSMUSG00000003762,Coq8b,coenzyme Q8B
0,ENSMUSG00000003778,Brd8,bromodomain containing 8
0,ENSMUSG00000003779,Kif20a,kinesin family member 20A
0,ENSMUSG00000003808,Farsa,"phenylalanyl-tRNA synthetase, alpha subunit"
0,ENSMUSG00000003809,Gcdh,glutaryl-Coenzyme A dehydrogenase
0,ENSMUSG00000003810,Mast2,microtubule associated serine/threonine kinase 2
0,ENSMUSG00000003812,Dnase2a,deoxyribonuclease II alpha
0,ENSMUSG00000003813,Rad23a,"RAD23 homolog A, nucleotide excision repair protein"
0,ENSMUSG00000003814,Calr,calreticulin
0,ENSMUSG00000003824,Syce2,synaptonemal complex central element protein 2
0,ENSMUSG00000003847,Nfat5,nuclear factor of activated T cells 5
0,ENSMUSG00000003848,Nob1,NIN1/RPN12 binding protein 1 homolog
0,ENSMUSG00000003849,Nqo1,"NAD(P)H dehydrogenase, quinone 1"
0,ENSMUSG00000003863,Ppfia3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3"
0,ENSMUSG00000003865,Gys1,"glycogen synthase 1, muscle"
0,ENSMUSG00000003868,Ruvbl2,RuvB-like protein 2
0,ENSMUSG00000003872,Lin7b,lin-7 homolog B (C. elegans)
0,ENSMUSG00000003873,Bax,BCL2-associated X protein
0,ENSMUSG00000003882,Il7r,interleukin 7 receptor
0,ENSMUSG00000003923,Tfam,"transcription factor A, mitochondrial"
0,ENSMUSG00000003929,Zfp81,zinc finger protein 81
0,ENSMUSG00000003934,Efnb3,ephrin B3
0,ENSMUSG00000003948,Mmd,monocyte to macrophage differentiation-associated
0,ENSMUSG00000003949,Hlf,hepatic leukemia factor
0,ENSMUSG00000003955,Fam162a,"family with sequence similarity 162, member A"
0,ENSMUSG00000003970,Rpl8,ribosomal protein L8
0,ENSMUSG00000003974,Grm3,"glutamate receptor, metabotropic 3"
0,ENSMUSG00000003992,Ssbp2,single-stranded DNA binding protein 2
0,ENSMUSG00000004018,Fancl,"Fanconi anemia, complementation group L"
0,ENSMUSG00000004031,Brinp2,bone morphogenic protein/retinoic acid inducible neural-specific 2
0,ENSMUSG00000004032,Gstm5,"glutathione S-transferase, mu 5"
0,ENSMUSG00000004035,Gstm7,"glutathione S-transferase, mu 7"
0,ENSMUSG00000004038,Gstm3,"glutathione S-transferase, mu 3"
0,ENSMUSG00000004040,Stat3,signal transducer and activator of transcription 3
0,ENSMUSG00000004043,Stat5a,signal transducer and activator of transcription 5A
0,ENSMUSG00000004044,Cavin1,caveolae associated 1
0,ENSMUSG00000004054,Map3k11,mitogen-activated protein kinase kinase kinase 11
0,ENSMUSG00000004056,Akt2,thymoma viral proto-oncogene 2
0,ENSMUSG00000004069,Dnaja3,DnaJ heat shock protein family (Hsp40) member A3
0,ENSMUSG00000004070,Hmox2,heme oxygenase 2
0,ENSMUSG00000004071,Cdip1,cell death inducing Trp53 target 1
0,ENSMUSG00000004085,Map3k20,mitogen-activated protein kinase kinase kinase 20
0,ENSMUSG00000004096,Cwc15,CWC15 spliceosome-associated protein
0,ENSMUSG00000004098,Col5a3,"collagen, type V, alpha 3"
0,ENSMUSG00000004099,Dnmt1,DNA methyltransferase (cytosine-5) 1
0,ENSMUSG00000004100,Ppan,peter pan homolog
0,ENSMUSG00000004105,Angptl2,angiopoietin-like 2
0,ENSMUSG00000004110,Cacna1e,"calcium channel, voltage-dependent, R type, alpha 1E subunit"
0,ENSMUSG00000004113,Cacna1b,"calcium channel, voltage-dependent, N type, alpha 1B subunit"
0,ENSMUSG00000004127,Trmt10a,tRNA methyltransferase 10A
0,ENSMUSG00000004151,Etv1,ets variant 1
0,ENSMUSG00000004187,Kifc2,kinesin family member C2
0,ENSMUSG00000004207,Psap,prosaposin
0,ENSMUSG00000004221,Ikbkg,inhibitor of kappaB kinase gamma
0,ENSMUSG00000004231,Pax2,paired box 2
0,ENSMUSG00000004233,Wars2,tryptophanyl tRNA synthetase 2 (mitochondrial)
0,ENSMUSG00000004263,Atn1,atrophin 1
0,ENSMUSG00000004264,Phb2,prohibitin 2
0,ENSMUSG00000004266,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6"
0,ENSMUSG00000004267,Eno2,"enolase 2, gamma neuronal"
0,ENSMUSG00000004268,Emg1,EMG1 N1-specific pseudouridine methyltransferase
0,ENSMUSG00000004270,Lpcat3,lysophosphatidylcholine acyltransferase 3
0,ENSMUSG00000004285,Atp6v1f,"ATPase, H+ transporting, lysosomal V1 subunit F"
0,ENSMUSG00000004296,Il12b,interleukin 12b
0,ENSMUSG00000004317,Clcn5,"chloride channel, voltage-sensitive 5"
0,ENSMUSG00000004319,Clcn3,"chloride channel, voltage-sensitive 3"
0,ENSMUSG00000004328,Hif3a,"hypoxia inducible factor 3, alpha subunit"
0,ENSMUSG00000004341,Gpx6,glutathione peroxidase 6
0,ENSMUSG00000004344,Gpx5,glutathione peroxidase 5
0,ENSMUSG00000004347,Pde1c,phosphodiesterase 1C
0,ENSMUSG00000004356,Utp20,UTP20 small subunit processome component
0,ENSMUSG00000004359,Spic,Spi-C transcription factor (Spi-1/PU.1 related)
0,ENSMUSG00000004360,9330159F19Rik,RIKEN cDNA 9330159F19 gene
0,ENSMUSG00000004364,Cul3,cullin 3
0,ENSMUSG00000004366,Sst,somatostatin
0,ENSMUSG00000004371,Il11,interleukin 11
0,ENSMUSG00000004383,Large1,LARGE xylosyl- and glucuronyltransferase 1
0,ENSMUSG00000004393,Ddx56,DEAD box helicase 56
0,ENSMUSG00000004394,Tmed4,transmembrane p24 trafficking protein 4
0,ENSMUSG00000004415,Col26a1,"collagen, type XXVI, alpha 1"
0,ENSMUSG00000004446,Bid,BH3 interacting domain death agonist
0,ENSMUSG00000004451,Ralb,v-ral simian leukemia viral oncogene B
0,ENSMUSG00000004455,Ppp1cc,protein phosphatase 1 catalytic subunit gamma
0,ENSMUSG00000004460,Dnajb11,DnaJ heat shock protein family (Hsp40) member B11
0,ENSMUSG00000004462,Tbccd1,TBCC domain containing 1
0,ENSMUSG00000004473,Clec11a,"C-type lectin domain family 11, member a"
0,ENSMUSG00000004500,Zfp324,zinc finger protein 324
0,ENSMUSG00000004508,Gab2,growth factor receptor bound protein 2-associated protein 2
0,ENSMUSG00000004530,Coro1c,"coronin, actin binding protein 1C"
0,ENSMUSG00000004535,Tax1bp1,Tax1 (human T cell leukemia virus type I) binding protein 1
0,ENSMUSG00000004540,Psg17,pregnancy specific glycoprotein 17
0,ENSMUSG00000004542,Psg19,pregnancy specific glycoprotein 19
0,ENSMUSG00000004552,Ctse,cathepsin E
0,ENSMUSG00000004558,Ndrg2,N-myc downstream regulated gene 2
0,ENSMUSG00000004561,Mettl17,methyltransferase like 17
0,ENSMUSG00000004562,Arhgef40,Rho guanine nucleotide exchange factor (GEF) 40
0,ENSMUSG00000004565,Pnpla6,patatin-like phospholipase domain containing 6
0,ENSMUSG00000004567,Mcoln1,mucolipin 1
0,ENSMUSG00000004568,Arhgef18,rho/rac guanine nucleotide exchange factor (GEF) 18
0,ENSMUSG00000004591,Pkn2,protein kinase N2
